,Variable 0,Variable 1,Variable 2,Sujeto,Año
540,0.95972276,1.0277131,1.2280005,3380,2
541,1.1071609,-0.740133,1.0748236,3380,4
542,4.3679852,1.463356,-0.57979184,3384,2
543,0.5157547,-0.97841394,1.0135179,3385,2
544,0.6968881,-0.32418752,0.9022322,3385,4
545,0.44632643,0.0056868047,2.4513571,3386,0
546,1.0167122,0.4007846,2.0750947,3386,1
547,0.92485434,-0.35289326,2.8987644,3386,2
548,0.52245766,0.037303403,2.478213,3386,4
549,0.40976,0.5477805,1.6893934,3387,1
550,0.6466455,0.24621356,1.4992797,3387,2
551,-0.22472848,-1.075338,0.6695093,3387,4
552,0.4962263,0.6030582,-0.07697685,3389,0
553,-0.3421336,1.5529299,0.27580556,3392,0
554,0.4480977,3.248334,-1.3077434,3392,1
555,-0.9306288,0.85582715,0.3418487,3392,2
556,-0.18709016,0.8669826,0.23704714,3402,2
557,0.94219303,0.3595203,0.99365354,3403,0
558,1.1591499,0.1365104,0.7924123,3403,2
559,1.107141,0.54033375,1.1394336,3403,4
560,0.8682644,2.378237,0.7341694,3404,0
561,0.72968185,1.5627452,1.0324267,3406,1
562,1.4121188,1.0050656,0.43367735,3407,1
563,0.29987133,1.2699387,0.07502553,3408,2
564,1.6937966,0.58945054,1.3821062,3409,1
565,0.9848708,1.7114756,1.3788815,3409,2
566,-0.1908199,2.2527213,0.58484656,3414,0
567,1.6882823,0.66139036,1.4771092,3415,0
568,1.6503308,0.6589856,0.53307724,3415,1
569,1.6238126,0.7628645,0.88129526,3415,2
570,2.0623362,0.693817,1.5488944,3415,4
571,-0.17513338,0.91719574,0.8662935,3417,0
572,0.25102964,0.6727363,0.8349883,3417,1
573,0.2967626,0.53408456,0.90206414,3417,2
574,0.12042384,0.501019,0.9983673,3417,4
575,2.2525446,-0.47699547,0.544057,3418,4
576,-2.2278378,0.31663576,-0.39511356,3419,0
577,0.7598607,-0.2659319,1.6440611,3419,1
578,-1.6223317,0.4383069,0.13156149,3419,2
579,0.03285183,-1.0746117,0.20853154,3419,4
580,0.87196636,0.26771152,-0.92235535,3420,0
581,0.88174534,0.52660584,-0.5518569,3420,2
582,1.1055561,0.70709586,-0.7192593,3420,4
583,-1.6891475,0.96335757,0.7667698,3421,0
584,0.29162627,0.5585545,1.7482765,3421,1
585,-1.5628027,1.1432194,0.70931035,3421,2
586,-1.8446914,1.1627711,0.78000826,3421,4
587,0.38325214,0.41809937,-1.1128547,3422,0
588,1.4556462,1.8056308,0.046668738,3422,1
589,0.23833916,0.5454676,-1.0397216,3422,2
590,1.7760085,0.56888086,-0.89138347,3422,4
591,0.76093614,1.3507568,0.7319087,3423,0
592,0.25755763,1.1864216,0.6893745,3423,1
593,0.3165586,1.304527,1.087469,3423,2
594,0.9471315,-0.3143148,1.560519,3423,4
595,-0.40718973,0.98376906,0.68609864,3424,0
596,1.1529781,1.4462178,0.14706571,3425,0
597,0.694969,1.9405347,0.95975184,3428,0
598,0.29266298,1.2546813,0.8914052,3429,0
599,0.03695956,1.068384,0.86533207,3429,1
600,0.29243693,1.6976207,1.1944836,3429,2
601,0.32735056,-0.5604744,1.0066304,3429,4
602,-0.8210696,1.021023,-0.26587427,3430,1
603,-0.9981545,-0.0528016,0.035264976,3430,4
604,0.28981256,1.4738705,1.5923533,3431,0
605,-0.22878031,1.9215679,0.38988394,3431,1
606,-0.029918,2.1383982,0.5238714,3431,2
607,0.9925409,0.86288625,0.19737762,3432,0
608,1.4063944,0.73870385,0.30823928,3432,1
609,1.6468135,-0.32616016,0.5209544,3432,2
610,-0.06921312,0.6365392,0.9033921,3433,0
611,-0.27153003,1.1400896,0.87599254,3433,1
612,-0.097711444,1.0485348,0.22916305,3433,2
613,0.46868008,-0.8341039,0.7186046,3433,4
614,-0.625013,0.40658295,-0.6248379,3434,0
615,-0.78497213,0.7184255,-1.1583501,3434,1
616,-0.48957804,0.66905403,-0.68948907,3434,2
617,1.8374318,1.8720013,0.27680495,3435,0
618,1.767103,1.6001933,0.6636989,3435,1
619,1.2559814,1.3466601,0.5618798,3435,2
620,-0.14863065,0.95852065,-0.50610745,3436,0
621,-0.18517461,0.7949634,-0.59374315,3436,1
622,-0.8902614,0.06547117,0.010329224,3436,2
623,0.44446915,0.321025,-0.5674613,3439,0
624,0.35085237,0.2852759,-0.492091,3439,1
625,0.37531203,0.26528612,-0.49815688,3439,2
626,0.6919491,0.40186942,-0.40810984,3439,4
627,0.15188305,-0.9751527,0.6250654,3440,1
628,1.0968139,0.093523905,-0.17186682,3441,0
629,0.9700934,0.05491507,-0.11683613,3441,2
630,0.15979548,0.81922567,0.13854557,3442,0
631,-0.2472482,0.0064263986,0.47168225,3442,1
632,-0.052473336,0.7676618,0.36358967,3442,2
633,0.2530812,0.86227316,0.54482144,3442,4
634,1.6463197,0.21386126,0.5892641,3443,0
635,1.8686987,0.3850964,0.5657385,3443,2
636,1.8878964,-0.07941,0.4163911,3443,4
637,1.5043347,-0.9742928,0.70499367,3444,4
638,0.87058794,0.24516046,-0.15605424,3445,0
639,0.38569024,0.46672294,0.09859192,3445,1
640,0.63869244,0.6969274,0.16285565,3445,2
641,0.67018807,0.4985282,0.10228485,3445,4
642,0.35370284,0.26904723,0.728329,3446,0
643,0.45857477,0.33198902,0.52569675,3446,1
644,0.93299073,-0.59516686,0.9169307,3446,2
645,0.90898764,0.6202366,0.29528636,3448,2
646,0.5614445,-1.0836204,1.2988328,3448,4
647,0.5066364,0.9371642,0.053093396,3450,0
648,-0.22857673,-1.4282057,0.47004217,3451,0
649,-0.36705166,-1.547358,0.32080615,3451,2
650,-0.20963301,-1.6574814,0.53126884,3451,4
651,-0.8099124,0.7173333,0.86074734,3453,0
652,-0.4223587,1.487956,1.9765105,3454,0
653,-0.40981138,0.64659625,2.4439478,3454,1
654,-0.26681218,1.2525771,1.6204052,3454,2
655,-0.015710741,1.0448623,2.2396882,3454,4
656,0.08257879,-0.8060443,2.0785434,3455,1
657,-0.17728542,-1.1050683,1.260603,3455,4
658,-0.96474755,0.5725788,2.013665,3456,1
659,-0.6298259,0.42681447,2.0623593,3456,2
660,-1.0377277,0.29843444,1.0099741,3458,0
661,-0.27467552,-1.5925997,1.6289588,3459,4
662,0.16842471,-0.57351375,1.7725512,3461,1
663,0.097771406,-0.40839615,1.6140558,3461,2
664,0.6634792,-0.8257418,1.5451995,3461,4
665,-0.64658874,-0.949919,0.8613196,3462,0
666,-0.19021788,-1.7292693,1.5047817,3462,4
667,-1.7903421,0.7402599,2.1502879,3464,0
668,-0.5968033,-0.5643234,1.0916384,3465,0
669,-0.53534454,-0.534263,1.1101179,3465,2
670,-0.331799,-0.54677975,1.4365264,3465,4
671,-0.4012231,-0.27065375,1.640766,3467,0
672,-0.35253185,0.21707818,1.4236083,3467,2
673,-0.18375382,0.5625015,1.5582356,3467,4
674,-1.0318606,-0.30196762,0.93766534,3468,0
675,-1.1042157,-0.25425988,1.5922104,3469,0
676,-0.66085565,-0.38236013,1.9675587,3469,1
677,-0.6529473,-0.35045403,1.6000658,3469,2
678,0.16173118,0.3222119,1.1224966,3470,0
679,-0.2040615,0.24082476,0.8774562,3470,1
680,-0.21940589,0.12125535,0.88267255,3470,2
681,0.524952,0.21865888,1.1078457,3470,4
682,-1.3321867,0.37571746,1.3095586,3472,0
683,-1.1369708,0.40404665,1.5642463,3472,2
684,0.375576,-0.33904016,2.4569666,3475,1
685,-0.0029874444,-1.1967231,2.5541995,3475,2
686,-1.5978651,0.58337075,0.63785064,3476,0
687,-0.47029257,-0.76778674,0.45288137,3476,1
688,0.027858937,-1.2355471,0.55786085,3476,2
689,0.57383347,-0.008636491,1.4196959,3478,0
690,0.28413832,2.0352933,0.4501236,3479,0
691,-0.87206596,-0.10635965,0.5358856,3480,0
692,0.8429043,1.4848331,-0.1588992,3481,0
693,-0.29871857,-1.0432104,1.1745398,3482,0
694,-0.2335839,-0.8304094,0.86964273,3482,1
695,-0.23447847,-1.3739128,1.3603435,3482,2
696,-0.0096374005,-1.0111767,0.56318897,3482,4
697,0.02006255,0.20700948,1.1458733,3500,0
698,0.14397024,-0.79806197,1.0927958,3500,1
699,0.13944618,-0.8832401,1.2489295,3500,2
700,0.34958172,0.12267943,1.1681186,3500,3
701,-0.48456833,-0.23136464,0.82495415,3501,0
702,0.09161529,-0.22699529,0.50744534,3501,5
703,-0.12214403,-0.45359632,0.6228861,3502,0
704,-0.03378156,-1.1119035,1.9193479,3502,1
705,-0.04892412,-0.48185292,1.4672034,3502,2
706,0.2924255,-0.5547664,1.6249721,3502,3
707,0.4321101,-0.5305707,1.8202717,3502,5
708,-0.99416554,0.01053454,0.8771419,3503,0
709,0.51746094,1.2178195,1.0921724,3504,0
710,0.044127353,-1.1762317,1.8837246,3504,1
711,0.8480621,-0.9636064,1.0766792,3504,2
712,1.1873748,0.48318827,0.99747777,3504,4
713,0.229167,0.68574816,1.1855245,3505,0
714,0.57403797,1.1001405,1.2335194,3505,1
715,0.42876253,0.75489247,1.5938249,3505,2
716,0.21492177,0.9797326,1.1950097,3505,3
717,-0.47379017,-0.47353548,1.4045846,3506,0
718,0.44615486,-1.1073775,1.0357656,3506,1
719,-0.7181526,-0.33804768,1.4721333,3506,2
720,-0.63437134,0.2609733,1.1070333,3507,0
721,-0.51844585,-1.1370784,1.8452469,3507,1
722,0.24206239,-0.4707999,1.3624599,3507,2
723,-1.2276305,-0.41577566,1.5614543,3510,0
724,-1.9314933,-0.010001816,1.9085779,3512,0
725,-1.6260605,0.18916184,1.7568877,3512,1
726,-2.2088842,-0.2662306,1.9548638,3512,2
727,1.6217731,0.46502203,0.41108784,3514,0
728,0.4689658,0.22483452,0.66167086,3514,1
729,-1.4321852,-0.38360283,1.1203207,3515,0
730,-0.79399866,0.3838926,1.6517173,3516,0
731,-0.88120484,-0.044808757,1.6175251,3516,1
732,-0.821117,-0.110794306,1.332265,3516,2
733,0.6880736,-0.921752,2.3784163,3516,4
734,-1.2080053,-0.0064004585,1.3593342,3517,0
735,-0.8134039,-0.13372362,1.0328002,3518,0
736,1.383765,0.33200067,0.88515234,3520,0
737,1.8599715,0.42837638,0.5987652,3520,2
738,-1.2933388,-0.20820723,1.047004,3521,0
739,-0.26601872,-0.27263603,0.5264005,3522,0
740,0.035589546,-0.70901084,0.9910246,3522,1
741,0.2270788,-0.47119695,1.0904415,3522,2
742,-0.05093716,-0.45726404,1.2635487,3522,4
743,-1.4230379,-0.032628596,1.312904,3523,0
744,-1.8158026,-0.17181848,2.2188003,3525,0
745,-1.8178846,-0.31635147,2.2569025,3526,0
746,-1.9238206,-0.3498386,1.7253451,3527,0
747,-1.1375469,-0.496015,2.590766,3528,0
748,-1.0380731,-0.18014593,2.628349,3528,1
749,-1.0490383,0.0018481314,2.5221202,3528,2
750,-1.0067917,-0.1836222,2.9094963,3528,4
751,-1.5071466,-0.22347303,1.9016149,3529,0
752,-0.80275536,-0.11711036,2.8005188,3529,2
753,-1.4502997,-0.19754598,1.9132959,3530,0
754,-1.5594891,-0.0763044,1.7068288,3530,1
755,-0.9990983,-0.4199177,1.8168548,3530,4
756,-0.6101397,-0.32728916,0.9048289,3532,0
757,-0.34225208,0.023414107,0.80033654,3532,1
758,-0.28854313,-0.12889405,0.9862286,3532,2
759,-0.2739259,-0.14054872,1.0113482,3532,4
760,-1.1498654,-0.596313,1.1330625,3536,0
761,-2.9710588,0.14035925,2.0212636,3537,0
762,-3.1083324,-0.10257307,1.7233727,3537,2
763,-1.3109045,-0.13783604,1.6557659,3538,0
764,-1.6532358,-0.05802315,1.7038722,3538,2
765,-0.4054088,0.1218698,0.511294,3539,0
766,-0.49064142,0.20256442,0.5591288,3539,2
767,0.48394173,-2.8319073,1.4321996,3540,0
768,0.21829125,-2.8925743,1.2706913,3540,1
769,0.08916102,-2.605716,1.4433792,3540,2
770,-0.008534491,-2.4371102,1.7279282,3540,4
771,-1.6857023,-0.20210037,2.1618404,3541,0
772,-0.51032054,-0.31670234,2.6146088,3542,0
773,-0.79680073,0.043595128,2.9681418,3542,1
774,-0.9111041,-0.07091112,3.4548373,3542,2
775,-0.16697413,-0.1993202,2.5682888,3542,4
776,-0.75070286,-0.14995253,0.79881585,3543,0
777,-0.027049903,0.8305988,0.63641363,3544,0
778,-0.38597488,0.11049235,0.535139,3544,4
779,1.1878784,1.8263211,-0.108139664,3550,0
780,1.2257844,1.854753,0.07321622,3550,2
781,0.7013111,1.7659984,0.0039874054,3551,0
782,1.0468028,1.4431744,-0.5198495,3552,0
783,0.92436516,1.4067087,-0.3846188,3552,1
784,0.9853444,0.63337797,-0.15988678,3552,2
785,0.74675846,1.4143705,-0.09315258,3552,4
786,0.030507542,3.5058556,0.67963177,3554,0
787,2.449296,-0.69826114,0.4214494,3554,1
788,0.67536265,2.0795074,0.37274426,3555,0
789,0.70417947,1.5547608,-0.064672776,3556,0
790,-0.32528898,0.08083564,0.48019823,3556,1
791,0.7979092,1.3746815,-0.09744616,3556,2
792,0.9341137,1.5017878,-0.23339915,3556,4
793,1.1943747,0.7333598,-0.26413125,3557,0
794,2.22616,0.1122476,1.1342919,3557,1
795,0.8042359,-0.5165643,-0.007036496,3557,2
796,1.0657533,0.7982532,-0.3673751,3557,4
797,1.7185625,2.3685544,1.6252774,3558,0
798,0.84284353,0.26450616,1.4116048,3558,1
799,1.7715627,-0.5073803,1.1927286,3558,2
800,0.26243934,3.3678503,0.3336343,3559,0
801,2.6489809,-0.7684079,0.57507527,3559,1
802,1.2079421,2.1192975,1.0147371,3559,2
803,2.8728316,-0.6907846,0.89538026,3559,4
804,0.2701258,0.35505086,0.36997873,3563,0
805,0.34564087,0.2782485,0.4690469,3564,0
806,0.6734761,0.118790455,0.48184198,3564,2
807,0.68773913,0.2600659,0.74368024,3564,4
808,0.116203524,0.37354803,0.42128125,3565,0
809,-0.0063651204,1.4713638,0.2063024,3566,0
810,0.7593522,1.4051119,0.2784231,3566,2
811,0.627269,1.6068151,0.92132354,3567,0
812,0.10643709,1.1389213,1.1693628,3567,2
813,0.38618147,1.8969573,1.1003431,3567,4
814,1.1501966,1.7258519,0.51882994,3569,0
815,0.37188485,0.26704842,0.38771293,3570,0
816,0.55110604,0.9062382,-0.53463,3571,0
817,0.6774719,1.6881033,0.62822694,3572,0
818,0.18174341,0.61487854,0.23310442,3573,0
819,0.54283464,0.52765554,0.74861395,3573,2
820,1.3714333,1.2395576,1.3225037,3574,0
821,1.0386647,1.1599741,1.6437793,3574,1
822,1.207945,1.5425661,1.5498323,3574,2
823,0.73099446,0.32365516,0.65504915,3575,0
824,0.76544595,0.906749,0.41097045,3575,1
825,0.31560665,0.9575516,0.5796658,3575,2
826,0.78491974,0.72842544,0.46951583,3577,0
827,0.58834714,0.90369874,0.306915,3577,1
828,0.35528773,0.7204216,0.36108625,3577,2
829,1.2031707,1.1333272,-0.07915898,3580,0
830,1.2037411,1.060269,0.0041328445,3580,2
831,0.89642155,1.9647375,0.2814067,3581,0
832,1.8908044,-1.1919129,0.17372513,3581,2
833,-0.09032622,0.2340123,0.3879526,3582,0
834,-0.07713684,0.5102389,0.81297696,3582,2
835,0.9198657,1.0149057,0.83703196,3584,0
836,1.7288003,-1.1130285,0.9129255,3584,1
837,0.42830762,1.6359528,0.7666887,3585,0
838,1.6148819,0.016483035,0.92062616,3585,1
839,0.44094026,1.6514034,0.64924455,3585,2
840,0.52290463,1.5885637,0.5611378,3585,4
841,1.4622346,0.26119092,0.5317855,3586,0
842,1.2474898,-0.59093213,0.4855861,3586,1
843,1.1865528,0.37746203,0.5696718,3586,2
844,1.2685708,0.6701773,0.48201507,3587,0
845,-0.2592104,0.17761493,0.557226,3587,1
846,0.6078087,0.58215225,0.61017585,3587,2
847,0.8040308,0.2151232,0.3833676,3587,4
848,0.73259795,1.300864,0.59931946,3588,0
849,1.4991106,0.2640557,0.9071723,3588,1
850,1.7594131,0.1433126,0.9938546,3588,2
851,0.6243157,1.6385041,0.42683852,3588,4
852,0.8952922,-0.16648944,0.6128769,3589,0
853,0.8700815,0.111261025,0.8246722,3589,1
854,0.8172441,-0.37618825,1.3852825,3589,2
855,0.26092905,-0.21911258,-1.137022,3591,0
856,0.021807112,-0.1922907,-0.9286373,3591,1
857,0.030929074,-0.028255664,-0.68923527,3591,2
858,0.2514028,0.18037933,-1.0614828,3591,4
859,-0.04450672,0.27381194,-0.22826117,3592,0
860,0.09359941,0.05167888,-0.095364496,3592,1
861,0.10243897,-0.17091519,-0.48442927,3592,2
862,0.075403504,0.036079697,-0.47012347,3592,4
863,-0.43094775,0.9012901,-0.65890944,3593,0
864,-0.63324314,-0.21440442,-0.6770009,3593,1
865,-0.6218011,0.9589071,-0.874475,3593,2
866,-0.18412054,-1.115393,-0.37101105,3593,4
867,0.7059905,1.108281,0.17737852,3600,0
868,-0.12826152,1.7485957,0.72245514,3601,0
869,-0.40701157,1.5918956,0.4821901,3601,1
870,-0.42117763,2.2065086,0.8228612,3601,2
871,-0.66025865,-0.41952008,0.96173346,3603,0
872,-0.29556972,-0.5797472,1.173618,3603,1
873,-0.5493698,-0.5407599,1.0199529,3603,2
874,-0.5357318,-0.6168177,1.1994764,3603,3
875,-0.4860222,-0.61475486,1.4477539,3603,4
876,-0.12919262,-0.119163096,0.73682904,3604,0
877,0.05115152,0.4799803,0.6414907,3604,1
878,-0.32263732,-0.13556476,0.7979094,3604,2
879,0.6411133,-0.43974328,0.86263573,3604,4
880,0.8920495,0.2890061,0.22209212,3605,0
881,0.6400778,0.32425785,0.45189893,3605,1
882,0.62446356,0.3887978,0.02327177,3605,2
883,0.7965078,-0.3187243,0.7606631,3605,5
884,-0.556749,0.73962414,0.8372806,3606,0
885,-0.49754706,0.4705195,0.7750746,3606,1
886,-0.9827126,0.6455892,0.5924621,3606,2
887,-0.5684916,0.17248449,-0.008666992,3607,0
888,-0.6092489,0.44477737,-0.0047824495,3607,1
889,-0.48529267,0.23524144,0.033689074,3607,2
890,-0.21236199,0.13905771,0.0030320883,3607,4
891,-0.3019336,0.16787389,0.15819328,3608,0
892,-0.4685052,0.2522732,0.25113785,3608,1
893,-0.38742763,0.084423095,0.33831018,3608,2
894,1.372246,-0.101427786,0.43444586,3609,0
895,1.520756,0.11185594,0.65746045,3609,1
896,1.421227,-0.14708218,0.5283213,3609,2
897,0.8058418,1.5595824,0.44054422,3611,0
898,0.00072521716,0.07699585,0.7511402,3612,0
899,-0.21643528,-0.13789321,1.3132854,3612,1
900,0.13939276,0.28127623,1.3512896,3612,2
901,0.26033747,0.10605833,0.6376749,3612,4
902,-0.39081642,0.7738775,0.9895934,3613,0
903,0.8748621,1.3816869,-0.13039231,3614,0
904,-0.3655256,0.39052254,0.44587535,3615,0
905,0.24828231,-0.13319731,0.33940956,3616,0
906,0.726969,-0.15240633,0.64855194,3616,1
907,0.9653439,-1.0341325,0.38593304,3616,4
908,0.02975279,0.2865137,0.8348738,3617,0
909,0.32702178,0.36038148,0.5175566,3617,1
910,0.30662462,0.085928105,1.0994437,3617,2
911,-0.9594165,-0.06450635,0.9830949,3619,0
912,-0.026771702,1.6097996,0.3799097,3620,0
913,0.7843228,0.9275356,0.36441413,3621,0
914,0.9461488,1.0335071,0.15199351,3621,1
915,0.8681232,1.0110426,0.2809508,3621,2
916,0.46745694,0.6371274,0.29401386,3622,0
917,0.75069267,0.63858914,0.41856343,3622,1
918,0.42103824,0.7042146,0.50163436,3622,2
919,0.42823917,-0.18329972,0.7036667,3622,4
920,-0.2240355,0.0994675,0.469493,3624,0
921,1.4284513,0.37642148,1.007655,3625,0
922,1.5044907,0.68359405,0.95386714,3625,1
923,1.3298137,0.46408975,0.70626456,3625,2
924,-0.013708584,0.78390247,0.12267201,3627,0
925,0.799967,-0.014347926,0.09257446,3628,0
926,-0.050342575,0.35052702,0.7367839,3629,0
927,-0.24347518,0.29388362,0.31821513,3629,1
928,1.7454894,0.12767386,1.002691,3629,2
929,-0.1448243,0.6917156,1.0313312,3630,0
930,0.22353384,0.5036988,1.176203,3630,2
931,-0.27780548,0.8551096,0.94429666,3631,0
932,0.3528564,-0.06917596,1.1498369,3631,1
933,0.48673227,-0.79700685,1.5419297,3631,2
934,1.2194376,0.83295023,0.50793195,3632,0
935,-0.1018398,0.7328463,0.7423352,3633,0
936,-0.51903474,0.33892795,0.8379548,3634,0
937,-0.28194493,0.26916105,1.0763628,3634,1
938,-0.06538239,0.26243052,0.9977846,3634,2
939,-0.53005916,-1.3768449,0.6353404,3635,0
940,-0.5620019,0.40614313,0.37819755,3636,0
941,0.063526556,0.70200425,-0.4171394,3637,0
942,0.49518225,0.29783428,-0.318092,3638,0
943,0.5673868,0.42715132,-0.3454858,3638,2
944,0.20367694,-0.4323507,0.071598455,3638,4
945,-0.5613556,0.4466422,1.3358309,3650,0
946,-0.013513982,0.5073367,1.6859854,3650,1
947,-0.43797457,-0.2947334,2.1643405,3650,2
948,0.3590176,-1.3430896,1.7802731,3650,4
949,0.58980614,2.0597289,-0.15737623,3651,0
950,0.0067443475,0.9601439,0.6046233,3651,1
951,2.2733154,1.0039659,0.5280994,3653,0
952,1.965359,0.49106175,0.84542596,3653,1
953,1.2632914,-0.6677436,1.145644,3653,2
954,1.956557,0.8143455,0.69048965,3653,4
955,-0.11138959,1.6312438,0.15704523,3654,0
956,-0.34300762,1.1116927,0.38345066,3654,1
957,-0.32671928,1.8310349,0.1987553,3654,2
958,-0.6870984,1.6612047,0.286114,3654,4
959,-0.46718746,0.93943983,0.59613526,3655,0
960,-0.105890244,-0.19449146,0.69701654,3655,1
961,0.13457887,1.1134955,0.020696677,3656,0
962,-0.55237406,0.09597321,0.47350112,3657,0
963,0.12978083,-0.8638471,0.7493117,3657,1
964,-0.2489371,0.9964166,0.83366466,3658,0
965,0.07035901,-0.35190386,-0.03733398,3659,0
966,0.15287292,-0.29035342,0.10061071,3659,1
967,-0.1011801,-0.27334154,0.2944706,3659,2
968,-0.13012987,0.46582586,0.8566991,3660,0
969,0.18670256,0.53682154,0.8911325,3660,1
970,-0.08986041,0.09215391,0.60335815,3660,2
971,0.27464187,0.5360361,0.7751304,3660,4
972,-1.6584085,-0.38938963,0.20275149,3661,0
973,-1.7164297,-0.15168715,0.23519562,3661,1
974,-1.6252364,0.23631173,0.4309305,3661,2
975,-0.53108525,-0.8948987,0.3065556,3661,4
976,0.19034772,0.55002016,0.7295164,3662,0
977,0.56585133,1.4784496,1.4129634,3664,0
978,1.2642741,0.7857858,1.4387412,3664,1
979,0.82812864,0.7213375,1.6410415,3664,2
980,0.6659088,1.3517296,1.2470391,3664,4
981,0.34280768,-0.09074521,0.029270187,3665,0
982,0.39401597,-0.058421902,-0.22276562,3665,1
983,0.3365508,0.07993221,-0.22933353,3665,2
984,0.41448843,-0.05405339,-0.034012243,3665,4
985,-1.0704165,0.81718796,0.20764652,3666,0
986,-0.666422,0.8452811,-0.1031037,3666,1
987,-0.6796111,0.108943634,0.1416912,3666,2
988,-0.6355866,0.9130007,-0.03631728,3666,4
989,0.09471819,0.76312953,-0.20216721,3668,0
990,-1.5696834,0.45359275,0.9879848,3700,0
991,-1.4062532,0.751105,1.0655968,3700,1
992,-1.5512028,0.6196158,1.0071905,3700,2
993,-0.4679646,-1.374701,0.8359837,3701,0
994,-0.38184312,-1.2166599,1.0414633,3701,1
995,-0.5110749,-1.2008545,1.0375433,3701,2
996,0.20334892,0.26448202,0.7318802,3702,0
997,0.042628422,0.37483,1.343447,3702,1
998,0.21995664,0.29028797,0.8733584,3702,2
999,0.25666568,0.23884346,-0.602437,3704,0
1000,0.3730887,0.41143402,-0.44347665,3704,1
1001,0.26339245,0.44678137,-0.4523116,3704,2
1002,0.591268,-0.007422328,-0.59590065,3705,0
1003,0.66351545,-0.027630338,-0.506195,3705,1
1004,0.7149096,-0.024272371,-0.57071126,3705,2
1005,0.59632874,0.12051289,-0.6153906,3705,4
1006,0.020486668,0.17776299,0.9046004,3707,0
1007,0.029677331,0.063379705,0.8186048,3707,1
1008,-0.91119623,-0.32977477,0.65572935,3708,0
1009,-0.09781609,-0.51376885,1.5006539,3708,1
1010,-0.780564,-0.5014403,0.53210646,3708,2
1011,-0.57274497,-0.29578125,0.8032429,3708,4
1012,-0.23263659,-0.74695134,0.074571915,3709,0
1013,-0.3440706,-0.65311587,0.026830524,3709,2
1014,0.4744072,-0.6069806,0.41228577,3709,4
1015,-0.6311586,1.3067467,-0.10449219,3710,0
1016,-0.7555683,1.4524753,-0.1998218,3710,1
1017,-0.614888,1.2726187,-0.1267305,3710,2
1018,-0.73333687,1.2111692,-0.061720595,3710,4
1019,-0.21069574,-0.9886663,0.76715344,3711,0
1020,-1.1004615,-0.79698056,0.10330507,3711,1
1021,-0.14878765,-1.0124515,0.6120425,3711,2
1022,-0.96744263,0.338182,0.6681597,3750,0
1023,0.56078786,1.2792695,-0.0048338287,3751,0
1024,-0.36051548,-0.077693835,0.41499573,3751,2
1025,-0.10199231,0.38354218,0.71940136,3752,0
1026,0.5049349,0.92858535,0.40233505,3752,1
1027,0.08551474,0.8122559,0.63390535,3752,2
1028,0.5978347,-0.7431295,0.82309735,3752,4
1029,-0.038038936,0.27371186,-0.23231916,3753,0
1030,-0.10346675,0.251088,-0.20466462,3753,1
1031,0.12333537,0.6457483,0.8270949,3754,1
1032,0.2524681,1.1357064,0.3625685,3755,0
1033,0.4900121,-0.72701365,1.230069,3755,2
1034,0.76724946,0.79056054,0.16213593,3756,1
1035,0.5832204,0.8967152,0.89379257,3757,0
1036,0.8587393,0.6574362,0.8256563,3757,1
1037,0.6108526,0.88499737,0.82055616,3757,2
1038,1.8947932,-1.2832549,0.78194255,3757,4
1039,0.630652,0.57241845,1.1335485,3758,0
1040,1.1489153,-0.48806983,2.0495617,3758,1
1041,0.9026836,0.352928,1.1881367,3758,2
1042,0.5595824,-1.37047,1.8591691,3758,4
1043,-0.047439575,0.9194849,0.779195,3759,1
1044,1.0001068,0.30743802,0.5192733,3760,0
1045,0.9055378,-0.27086267,0.233385,3760,1
1046,1.0597162,-0.82454336,1.4109948,3760,2
1047,0.8558931,-0.8043525,1.2727294,3760,4
1048,0.3349978,0.4018373,2.4569995,3762,0
1049,-0.1518492,0.66479456,2.662302,3762,1
1050,-0.0028471202,0.5336767,2.4781172,3762,2
1051,0.05611905,-0.108205736,2.987089,3762,4
1052,0.43799323,0.16450621,1.6228998,3763,0
1053,0.2799842,0.5969426,1.2060618,3763,1
1054,0.2273129,0.43354058,1.2615019,3763,2
1055,0.39373434,0.4237946,1.6463432,3763,4
1056,-0.5025869,2.228939,1.2389468,3765,1
1057,-0.065784544,0.2031099,2.2782524,3766,0
1058,-0.011523038,0.28076068,2.1084492,3766,1
1059,0.06619717,0.51425105,1.8303944,3766,2
1060,-0.46405137,0.8551595,0.8855753,3767,1
1061,0.16747975,0.34374934,1.2656486,3768,1
1062,-0.09377062,1.6387053,0.76374024,3769,1
1063,0.12916173,0.7476482,1.7479202,3770,0
1064,0.5394131,-1.3272065,2.1782854,3770,1
1065,0.4383664,-0.863677,2.6481295,3770,2
1066,-0.33104974,-2.3836007,3.9796724,3770,4
1067,0.25508898,-0.12804668,2.074223,3771,0
1068,0.2641897,-0.22182956,2.1129262,3771,1
1069,0.50651884,-0.24947158,2.3156374,3771,2
1070,0.2612828,0.23797838,2.3382938,3771,4
1071,-0.3514117,0.37269723,1.1864165,3773,0
1072,-0.06903908,-0.2691934,1.090356,3773,1
1073,-0.56322575,0.15698996,1.3730943,3773,2
1074,0.1130548,0.39122698,1.1834453,3773,4
1075,0.48947078,0.035354257,-0.21260372,3775,0
1076,0.7667173,-0.02449568,-0.19412526,3775,1
1077,-0.22640818,-1.1075906,1.12128,3776,0
1078,-0.28094557,-0.9736748,1.2532833,3776,1
